emri_mbiemri,nr_vezhguesi,komuna,emri_qv,nr_qv,nr_vv,pyetja_1,pyetja_4,pyetja_5,pyetja_3,pyetja_2,pyetja_6,pyetja_femra,pyetja_8,pyetja_9,pyetja_10,pyetja_11,pyetja_12,pyetja_13,pyetja_14,pyetja_15,pyetja_17,pyetja_18,pyetja_19,pyetja_20,10_21,12_21,16_21,19_21,pyetja_22,pyetja_23,pyetja_24,pyetja_25,pyetja_26,pyetja_27,pyetja_28,pyetja_29,pyetja_30,pyetja_31,pyetja_32,pyetja_33,pyetja_34,pyetja_35,pyetja_36,pyetja_36a,pyetja_37,pyetja_38,pyetja_39,pyetja_40,pyetjaj_41,pyetja_42,pyetja_43,pyetja_44,pyetja_45,pyetja_46,pyetja_47,pyetja_48,pyetja_49,pyetja_50,pyetja_51,pyetja_52,pyetja_53,pyetja_54,pyetja_55,pyetjaj_56,pyetja_57,pyetja_58,pyetja_59,pytja_kusht1,pytja_kusht2,pytja_kusht3,pytja_60,pytja_61,pytja_62
,,Dragash,Shkolla Fillore 'Fetah Sylejmani',0501x,02R,1,1,06:00,,2,8,0,0,0,2,1,1,1,1,7,1,1,1,1,27,80,161,206,4,0,9,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,3,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Klinë,Shkolla Fillore 'Azem Bejta',0817c,02D,1,1,06:00,,2,7,1,0,0,2,1,1,1,1,7,1,1,1,1,27,86,157,0,3,3,18,1,1,2,2,2,2,2,2,2,2,0,0,0,2,19:02,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,3,3,1,,,0
,,Deçan,Shkolla 'Bajram Curri',0105c,04R,1,0,06:45,,1,5,0,0,0,2,1,1,1,1,7,1,1,1,1,56,160,218,281,0,0,21,1,2,1,2,2,2,2,1,2,2,1,0,4,1,19:15,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,1,,,0
,,Dragash,Shkolla Fillore 'Fetah Sylejmani',0513a,02D,1,1,06:00,,2,8,2,0,0,2,1,1,1,1,7,1,1,1,1,27,42,129,176,0,0,5,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,5,5,0,,,0
,,Klinë,Shkolla Fillore 'Isa Boletini',0802c,02R,1,1,06:00,,2,6,0,0,0,2,1,1,1,1,7,1,1,1,1,33,116,188,253,0,0,28,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,1,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0,,,0
,,Dragash,Shkolla Fillore 'Svetlost',0504a,01R,1,1,05:00,,1,8,0,0,0,2,1,1,1,1,7,1,1,1,1,22,47,97,143,0,0,2,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,3,2,0,0,0,,,0
,,Dragash,Shkolla Fillore 'Svetlost',0504a,02D,1,1,06:30,,1,8,0,0,0,2,1,1,1,1,7,1,1,1,1,28,48,83,142,0,11,2,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,11,11,0,,,0
,,Deçan,Shkolla 'Bajram Curri',0105c,01R,1,1,06:50,,1,9,2,0,0,2,1,1,1,1,7,1,1,1,1,52,120,250,357,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,4,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,4,0,1,2,0,0,0,,,0
,,Klinë,Shkolla Fillore 'Ismet Raci',0801c,11D,1,1,06:25,,1,15,2,0,0,2,1,1,1,1,7,1,1,1,1,63,132,290,392,2,51,33,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:10,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,51,51,1,,,0
,,Deçan,Shkolla 'Bajram Curri',0105c,02R,1,1,06:00,,1,5,1,0,0,2,1,1,1,1,7,1,1,1,1,64,120,235,312,6,0,35,1,2,2,2,2,2,2,2,2,2,0,0,4,2,19:00,2,1,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Klinë,Shkolla Fillore 'Azem Bejta',0811c,01R,1,1,06:15,,2,0,0,0,0,2,1,1,1,1,7,1,1,1,1,41,126,228,329,0,0,57,2,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Deçan,Shkolla 'Bajram Curri',0105c,03R,1,1,06:40,,1,6,1,0,0,3,1,1,1,1,7,1,1,1,1,60,132,224,334,0,0,38,1,2,0,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Vushtrri,Shkolla Fillore 'Lumëmadh',2728b,01D,1,1,06:30,,1,7,2,0,0,2,1,1,1,1,7,1,1,1,1,50,200,305,340,0,0,10,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,0,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Klinë,Shkolla Fillore 'Ali Krasniqi',0805c,02R,1,1,06:10,,1,7,1,0,0,3,1,1,1,1,7,1,1,1,1,66,176,262,357,0,0,11,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Deçan,Shkolla 'Lidhja e Prizrenit',0101x,04R,1,1,06:25,,1,6,0,0,0,2,1,1,1,1,7,1,1,1,1,89,173,300,410,2,0,50,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla SH.M.U 2',2704b,12R,1,1,06:17,,2,5,0,0,0,2,1,1,1,1,7,1,1,1,1,52,117,229,346,15,0,22,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:06,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,,,0
,,Klinë,Shkolla Fillore 'Azem Bejta',0811c,02R,1,1,06:15,,2,7,1,0,0,2,1,1,1,1,7,1,1,1,1,50,153,236,298,4,0,16,2,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Deçan,Shkolla 'Lidhja e Prizrenit',0101x,06R,1,1,06:40,,1,8,2,0,0,2,1,1,1,1,7,1,1,1,1,30,45,60,144,13,0,47,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:05,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,0,0,,,0
,,Vushtrri,Shkolla  SH.M.U 1',2702b,04R,1,1,06:00,,1,8,4,0,0,2,1,1,1,1,7,1,1,1,1,70,150,258,373,10,0,23,1,2,2,2,2,2,2,1,2,2,0,0,1,2,19:10,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Klinë,Shkolla Fillore 'Ali Krasniqi',0805c,03R,1,1,05:50,,1,7,0,0,0,3,1,1,1,1,7,1,1,1,1,50,97,204,336,0,0,41,1,2,2,2,2,2,2,2,2,2,0,0,0,2,10:05,2,1,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Lumni Surdulli',2712b,03D,2,1,06:45,,2,7,2,0,0,2,1,1,1,1,7,1,1,1,1,41,130,200,297,3,23,20,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,23,23,1,,,0
,,Deçan,Shkolla 'Lidhja e Prizrenit',0101x,07D,1,1,06:30,,1,5,1,0,0,2,1,1,1,1,7,1,1,1,1,41,95,210,271,22,22,40,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:05,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,,,0
,,Klinë,Shkolla Fillore 'Ismet Raci',0801c,04R,1,1,06:00,,0,6,1,0,0,2,1,1,1,1,7,1,1,1,1,51,115,292,394,0,0,40,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,0,0,1,2,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Abdyl Frashëri',2706b,01R,1,1,06:00,,1,8,1,0,0,2,1,1,1,1,7,1,1,1,1,65,100,93,103,0,0,10,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,,,0
,,Deçan,Shkolla 'Lidhja e Prizrenit',0101x,02R,1,1,06:30,,1,5,0,0,0,2,1,1,1,1,7,1,1,1,1,58,128,265,368,0,0,25,1,2,0,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,3,2,0,0,0,,,0
,,Klinë,Shkolla Fillore 'Nëna Terezë',0806c,03R,1,1,06:00,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,52,80,148,277,0,0,21,1,2,2,2,2,2,2,2,2,2,0,0,0,0,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,2,0,0,0,,,0
,,Vushtrri,Shkolla SH.M.U 2',2704b,08R,1,1,06:00,,1,7,2,0,0,2,1,1,1,1,7,1,1,1,1,53,121,218,352,0,0,17,1,2,2,2,2,2,1,1,2,2,0,0,0,2,19:10,1,1,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Deçan,Shkolla 'Lidhja e Prizrenit',0101x,01R,1,1,06:30,,1,6,2,0,0,2,1,1,1,1,7,1,1,1,1,39,96,216,0,0,0,21,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Bajram Curri',2707b,01R,1,1,06:00,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,55,105,220,339,2,0,12,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,,,0
,,Deçan,Shkolla 'Lidhja e Prizrenit',0101x,03R,1,1,06:30,,2,6,2,0,0,2,1,1,1,1,7,1,1,1,1,33,69,185,249,7,0,24,1,2,0,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Bajram Curri',2707b,03D,1,1,06:00,,1,6,0,0,0,3,1,1,1,1,7,1,1,1,1,59,111,172,263,23,23,18,1,2,2,2,2,2,2,1,2,2,0,0,1,2,19:02,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,2,23,23,1,,,0
,,Vushtrri,Shkolla 'Lutfi Musiqi',2701b,05R,1,1,06:05,,1,8,0,0,0,2,1,1,1,1,7,1,1,1,1,80,217,307,455,0,0,0,0,2,2,2,2,2,2,2,2,2,1,0,0,2,19:10,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,,,0
,,Junik,Shkolla Fillore 'Edmond Hoxha',3101c,04R,1,1,06:30,,1,6,1,0,0,2,1,1,1,1,7,1,1,1,1,51,87,190,269,1,0,52,1,2,2,2,2,2,2,0,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Emin Duraku',2709b,02R,1,1,05:00,,1,6,2,0,0,2,1,1,1,1,7,1,1,1,1,80,142,258,370,1,0,37,1,2,2,2,2,1,2,1,2,2,0,0,1,2,19:00,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Junik,Shkolla Fillore 'Edmond Hoxha',3101c,03R,1,1,06:45,,1,7,5,0,0,2,1,1,1,1,7,1,1,1,1,86,99,228,331,1,0,48,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,1,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Junik,Shkolla Fillore 'Edmond Hoxha',3101c,06R,1,1,06:25,,2,5,2,0,0,2,1,1,1,1,7,1,1,1,1,60,150,199,259,5,0,38,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:06,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,,,0
,,Junik,Shkolla Fillore 'Edmond Hoxha',3101c,04R,1,1,06:02,,1,6,1,0,0,2,1,1,1,1,7,1,1,1,1,54,155,245,320,5,0,46,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla  SH.M.U 1',2702b,03R,1,1,06:05,,1,0,0,0,0,2,1,1,1,1,7,1,1,1,1,66,150,232,385,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,2,19:15,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Deçan,Shkolla 'Lidhja e Prizrenit',0101x,05R,1,1,06:00,,1,6,2,0,0,2,1,1,1,1,7,1,1,1,1,50,145,285,368,0,0,41,1,2,0,2,2,2,2,2,2,2,0,0,0,2,19:07,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,044 728 313,08.06.2014,1
,,Junik,Shkolla Fillore 'Edmond Hoxha',3101c,05R,1,1,06:00,,1,8,2,0,0,2,1,1,1,1,7,1,1,1,1,40,127,215,272,3,0,51,1,2,2,2,2,2,2,1,2,2,0,0,1,2,19:03,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,1,,,0
,,Deçan,Shkolla  'Sylë Alaj',0102c,05R,1,1,06:00,,0,5,3,0,0,2,1,1,1,1,7,1,1,1,1,73,137,234,280,0,0,32,0,2,2,2,2,2,2,2,2,2,0,0,0,2,19:10,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,,,0
,,Junik,Shkolla Fillore 'Edmond Hoxha',3101c,01R,1,1,06:00,,1,6,2,0,0,2,1,1,1,1,7,1,1,1,1,71,219,300,379,2,0,4,2,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Lutfi Musiqi',2701b,05R,1,1,06:00,,1,8,1,0,0,2,1,1,1,1,7,1,1,1,1,52,120,243,389,4,0,22,0,2,2,2,2,2,2,1,2,2,0,0,0,2,19:10,1,1,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,0,,,0
,,Deçan,Shkolla 'Drita',0103c,04R,1,1,06:30,,2,6,0,0,0,2,1,1,1,1,7,1,1,1,1,67,125,244,0,10,0,17,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla SH.M.U 2',2704b,01R,1,1,06:25,,2,9,1,0,0,2,1,1,1,1,7,1,1,1,1,103,211,236,344,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Junik,Shkolla Fillore 'Edmond Hoxha',3101c,07D,1,1,06:00,,1,6,2,0,0,2,1,1,1,1,7,1,1,1,1,45,91,225,297,0,36,41,1,2,2,2,2,2,0,0,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,0,36,36,0,,,0
,,Deçan,Shkolla 'Drita',0103c,02R,1,1,06:05,,2,6,2,0,0,2,1,1,1,1,7,1,1,1,1,97,232,321,401,7,0,53,1,2,0,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla  SH.M.U 1',2702b,02R,1,1,06:33,,1,11,5,0,0,2,1,1,1,1,7,1,1,1,1,38,83,153,248,0,0,34,1,2,2,2,2,2,2,1,2,2,0,0,1,2,19:23,2,0,3,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,0,67,67,2,,,0
,,Vushtrri,Shkolla SH.M.U 2',2704b,05R,1,1,06:00,,1,13,5,0,0,2,1,1,1,1,7,1,1,1,1,62,121,248,0,0,0,31,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Radoš Tosi_',0618c,0,1,1,06:30,,2,6,0,0,0,3,1,1,1,1,7,1,1,1,1,25,63,109,164,0,21,13,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,3,2,20,21,1,,,0
,,Istog,Shkolla 'Mehmet Akif',0607c,01R,1,1,06:10,,1,6,1,0,0,2,1,1,1,1,7,1,1,1,1,23,49,172,247,0,25,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,19:03,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,3,2,0,0,0,,,0
,,Vushtrri,Shkolla SH.M.U 2',2704b,04R,1,1,06:00,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,28,199,232,351,0,0,18,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:15,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Istog,Shkolla 'Mehmet Akif',0607c,02D,1,1,06:10,,1,6,2,0,0,2,1,1,1,1,7,1,1,1,1,26,52,161,217,0,14,15,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,14,14,0,,,0
,,Pejë,Shkolla Fillore 'Vaso Pashë Shkodrani' ,1702c,01R,1,1,06:00,,2,7,2,0,0,2,1,1,1,1,7,1,1,1,1,51,132,253,366,6,0,12,1,2,0,2,2,2,2,1,2,2,0,0,0,2,19:03,2,1,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,0,0,,,0
,,Vushtrri,Shkolla SH.M.U 2',2704b,10R,1,1,06:00,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,33,150,241,355,0,0,20,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:15,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Hysni Zajmi',0606c,05R,1,1,06:05,,2,7,1,0,0,2,1,1,1,1,7,1,1,1,1,78,132,252,345,1,0,46,1,1,2,2,2,2,0,1,2,2,0,0,0,2,19:05,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Pejë,Shkolla Fillore 'Asdreni',1701c,05D,1,1,06:15,,0,7,2,0,0,2,1,1,1,1,7,1,1,1,1,56,154,269,378,3,55,5,1,2,0,2,2,2,2,1,2,2,0,0,0,2,19:03,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,55,55,1,,,0
,,Vushtrri,Shkolla 'Lumni Surdulli',2712b,02R,2,1,06:17,,2,6,1,0,0,2,1,1,1,1,7,1,1,1,1,43,148,230,331,0,0,32,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:12,1,1,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Hysni Zajmi',0606c,02R,1,1,06:00,,1,5,0,0,0,2,1,1,1,1,7,1,1,1,1,79,142,320,453,0,0,52,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,0,,,0
,,Pejë,Shkolla Fillore 'Asdreni',1701c,04R,1,1,06:15,,2,7,2,0,0,2,1,1,1,1,7,1,1,1,1,63,139,265,354,30,0,13,1,2,2,2,2,2,2,1,2,2,0,0,0,0,19:02,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Hysni Zajmi',0606c,04R,1,1,06:00,,1,6,2,0,0,2,1,1,1,1,7,1,1,1,1,60,187,280,394,0,0,52,1,2,2,2,2,2,1,2,2,2,0,0,0,2,19:05,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,,,0
,,Vushtrri,Shkolla Fillore 'Nazmi Zhegrova',2729b,02D,1,1,05:40,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,69,146,295,417,1,46,0,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,24,24,0,,,0
,,Pejë,Instituti i Agronomisë,1705x,01R,1,1,06:30,,2,7,2,0,0,2,1,1,1,1,7,1,1,1,1,80,154,388,0,9,0,27,1,2,0,2,2,2,2,1,2,2,0,0,0,2,19:10,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Hysni Zajmi',0606c,06D,1,1,06:05,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,43,115,240,346,0,34,55,1,1,0,1,2,2,2,1,2,2,0,0,0,2,19:04,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,2,0,4,2,34,34,1,,,0
,,Istog,Shkolla Fillore 'Hysni Zajmi',0606c,03R,1,1,06:00,,1,6,1,0,0,2,1,1,1,1,7,1,1,1,1,44,104,227,335,13,0,44,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:05,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Hysni Zajmi',0606c,01R,1,1,06:00,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,64,123,291,416,1,0,43,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,,,0
,,Vushtrri,Shkolla  SH.M.U 1',2702b,01R,1,1,06:10,,1,7,3,0,0,2,1,1,1,1,7,1,1,1,1,77,138,252,385,0,0,8,1,2,2,2,2,2,2,1,2,2,0,0,1,2,19:00,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Bajram Curri',0601c,11D,1,1,06:50,,2,3,1,0,0,2,1,1,1,1,7,1,1,1,1,39,110,196,270,0,77,15,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Vushtrri,Shkolla 'Mustafë Shyti',2723b,01R,1,1,05:30,,1,8,1,0,0,2,1,1,1,1,7,1,1,1,1,72,155,256,0,4,0,37,1,2,2,2,2,2,2,1,2,2,1,1,1,2,19:00,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Istog,Shkolla Fillore 'Bajram Curri',0601c,11D,1,1,06:50,,2,3,1,0,0,2,1,1,1,1,7,1,1,1,1,39,110,196,270,0,77,15,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,1,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,2,77,77,1,,,0
,,Istog,Shkolla Fillore 'Bajram Curri',0601c,01R,1,1,06:00,,2,6,0,0,0,2,1,1,1,1,7,1,1,1,1,61,135,242,357,0,0,28,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:10,1,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Mustafë Shyti',2723b,02D,1,1,05:58,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,28,35,100,130,2,14,8,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:05,2,0,3,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,14,1,,,0
,,Istog,Shkolla Fillore 'Bajram Curri',0601c,02R,1,1,06:45,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,32,100,231,0,2,0,24,1,1,2,2,2,2,2,1,2,2,0,0,0,2,19:10,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla SH.M.U 2',2704b,06R,1,1,06:00,,1,12,2,0,0,2,1,1,1,1,7,1,1,1,1,62,134,256,375,13,0,17,1,2,2,2,2,2,2,2,2,2,0,0,4,2,19:00,0,0,3,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,4,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Ismail Qemali',0619c,01R,1,1,06:00,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,18,114,240,358,0,0,40,0,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Pejë,Shkolla Fillore 'Xhemajl Kada',1705c,07D,1,1,06:00,,2,10,8,0,0,2,1,1,1,1,7,1,1,1,1,50,100,0,0,0,82,25,1,2,0,2,2,2,2,2,2,0,0,0,0,2,19:17,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,81,0,2,,,0
,,Vushtrri,Shkolla SH.M.U 2',2704b,14D,1,1,06:00,,1,8,3,0,0,2,1,1,1,1,7,1,1,1,1,40,100,215,357,0,107,21,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:15,1,1,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Pejë,Shkolla Fillore 'Xhemajl Kada',1705c,06R,1,1,06:00,,2,7,2,0,0,2,1,1,1,1,7,1,1,1,1,40,98,185,286,5,0,17,1,2,0,2,2,2,2,1,2,2,0,0,0,2,19:05,2,0,0,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Vushtrri,Shkolla 'Lumni Surdulli',2712b,01R,1,1,06:00,,2,7,2,0,0,2,1,1,1,1,7,1,1,1,1,32,122,212,348,3,0,57,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,,,0
